CustomerID,Age,Income,LoanAmount,TenureMonths,InterestRate,MissedPayments,DelaysDays,PartialPayments,InteractionAttempts,SentimentScore,ResponseTimeHours,AppUsageFrequency,WebsiteVisits,Complaints,Target,Location_Suburban,Location_Urban,EmploymentStatus_Self-Employed,EmploymentStatus_Student,EmploymentStatus_Unemployed,LoanType_Business,LoanType_Education,LoanType_Home,LoanType_Personal,Debt-to-Income Ratio,Estimated EMI,Payment-to-Income Ratio,Delinquency Rate,Irregular Payment Habits,Proportion of Delayed Days,Interaction Inefficiency,Digital Engagement Score,Problem Indicator,Risk Score
CUST0225,36,1928096,468815,28,14.02,0,40,1,8,0.23,17.36,0.15,45,0,0,0,0,1,0,0,0,1,0,0,0.24314920003983204,22220.714773809526,0.13829631786265534,0.0,1,1.4285714285714286,6.015037593984962,18.09,0,0.07748214285714287
CUST0226,49,547739,530808,18,11.25,4,131,2,0,-0.8,33.48,0.89,34,0,1,1,0,1,0,0,0,0,0,1,0.9690892925280106,34465.65833333333,0.7550820737614083,0.2222222222222222,1,7.277777777777778,0.0,14.134000000000002,0,0.5806470057720058
CUST0227,23,1874222,641202,37,13.54,1,1,2,6,0.17,34.29,0.73,35,0,0,1,0,1,0,0,0,0,0,1,0.3421163554797671,24564.679683783783,0.15727921036323625,0.02702702702702703,1,0.02702702702702703,4.724409448818897,14.438,0,0.0805873015873016
CUST0228,40,672327,823422,51,12.56,2,148,0,8,-0.1,24.87,0.56,7,0,0,1,0,0,0,0,0,0,0,0,1.224734392639296,24764.013011764706,0.4419994379835652,0.0392156862745098,0,2.9019607843137254,8.0,3.136,0,0.11416071428571428
CUST0229,56,1575649,641343,57,12.42,4,42,2,5,0.55,68.76,0.22,49,0,1,1,0,0,0,1,0,0,1,0,0.40703418083596027,17889.53162894737,0.1362450517516074,0.07017543859649122,1,0.7368421052631579,3.0303030303030303,19.732000000000003,0,0.6297023809523808
CUST0230,39,797794,661985,52,9.26,1,81,1,0,-0.58,50.31,0.51,3,0,0,1,0,0,0,0,0,0,0,0,0.8297693389521605,17838.798352564103,0.2683218728528533,0.019230769230769232,1,1.5576923076923077,0.0,1.5060000000000002,0,0.18583928571428568
CUST0231,46,234911,680527,53,8.49,0,107,0,1,-0.09,39.05,0.52,42,0,0,0,1,0,1,0,0,0,1,0,2.8969567197789803,17654.8606004717,0.9018663545157971,0.0,0,2.018867924528302,0.9900990099009901,17.112000000000002,0,0.14021428571428574
CUST0232,23,625037,285469,28,8.29,1,136,0,3,-0.69,37.0,0.59,15,0,1,0,0,0,0,0,0,1,0,0,0.45672336197697094,12167.436436904762,0.23360095041230702,0.03571428571428571,0,4.857142857142857,7.317073170731705,6.354,0,0.5857619047619047
CUST0233,39,930399,173106,50,13.79,2,155,0,3,0.92,11.89,0.06,2,0,0,0,1,0,0,0,0,0,0,1,0.1860556599910361,5451.396449999999,0.07031043391061254,0.04,0,3.1,1.4851485148514851,0.8360000000000001,0,0.15639880952380955
CUST0234,40,1178039,841787,22,13.47,1,25,1,1,0.56,27.11,0.97,6,1,0,1,0,0,1,0,0,0,1,0,0.7145663259026229,47712.10452954545,0.486015534591423,0.045454545454545456,1,1.1363636363636365,0.6024096385542168,2.982,1,0.34639880952380947
CUST0235,52,1099885,890552,45,10.24,1,81,2,7,0.47,48.6,0.47,1,0,0,1,0,1,0,0,0,1,0,0,0.8096773753619697,27389.42151111111,0.2988249300002576,0.022222222222222223,1,1.8,4.45859872611465,0.6819999999999999,0,0.07441666666666666
CUST0236,27,808746,517835,26,7.63,1,82,0,1,0.38,66.61,0.93,0,0,0,1,0,1,0,0,0,0,0,1,0.6402937387016443,23209.298310897437,0.3443745993560021,0.038461538461538464,0,3.1538461538461537,0.6756756756756757,0.558,0,0.19175
CUST0237,61,1260751,350486,7,9.75,3,130,0,2,-0.15,58.88,0.01,0,0,1,0,1,1,0,0,0,0,1,0,0.27799779655142054,52917.127321428576,0.5036724363947702,0.42857142857142855,0,18.571428571428573,2.1052631578947367,0.006,0,0.6352916666666666
CUST0238,53,1105667,52257,42,11.76,1,72,1,3,0.85,21.98,0.25,37,0,1,0,1,0,0,1,0,0,0,0,0.04726287390326382,1756.3328857142856,0.0190617922290992,0.023809523809523808,1,1.7142857142857142,1.5384615384615383,14.950000000000001,0,0.32247619047619047
CUST0239,60,516915,339508,11,10.36,1,99,0,8,-0.85,31.53,0.1,6,0,0,1,0,0,1,0,0,0,0,0,0.6567965719702465,33795.44936969697,0.7845494760963866,0.09090909090909091,0,9.0,31.999999999999986,2.4600000000000004,0,0.15596428571428572
CUST0240,59,699876,730332,49,13.13,3,48,2,9,0.61,6.43,0.77,23,1,1,0,1,0,1,0,0,0,0,0,1.0435162800267477,22895.78399387755,0.3925686949210011,0.061224489795918366,1,0.9795918367346939,5.2631578947368425,9.662,1,0.5289087301587301
CUST0241,38,1894164,161715,23,14.98,1,144,1,0,-0.57,7.81,0.32,4,1,0,0,1,0,0,0,0,1,0,0,0.08537539516113705,9049.82920652174,0.05733291862703592,0.043478260869565216,1,6.260869565217392,0.0,1.792,1,0.6457261904761904
CUST0242,60,811213,76654,35,8.12,2,62,2,7,-0.35,34.12,0.84,20,0,0,1,0,0,0,1,0,0,0,0,0.09449306162499861,2708.8063523809524,0.04007045773252084,0.05714285714285714,1,1.7714285714285714,9.333333333333332,8.504,0,0.05969444444444445
CUST0243,21,968734,786129,27,10.41,0,54,1,4,0.04,38.41,0.83,27,0,1,0,1,1,0,0,1,0,0,0,0.8115014028618796,35935.55796388889,0.445144586198757,0.0,1,2.0,3.508771929824561,11.298,0,0.8445
CUST0244,31,1314934,393567,59,10.16,1,150,0,6,0.57,19.38,0.67,17,1,1,0,0,0,0,1,0,0,0,1,0.29930551647459114,10002.827718644068,0.091285138739837,0.01694915254237288,0,2.542372881355932,3.5928143712574854,7.202000000000001,1,0.9126666666666666
CUST0245,48,1659119,341464,38,9.09,3,33,1,7,0.68,46.46,0.67,23,0,0,0,0,0,1,0,0,1,0,0,0.20581043312746103,11572.484536842105,0.08370093672732652,0.07894736842105263,1,0.868421052631579,3.9325842696629207,9.602,0,0.28519642857142863
CUST0246,45,247057,595096,35,8.18,1,104,0,4,0.17,50.79,0.7,31,1,0,0,0,0,1,0,0,0,0,0,2.408739683554807,21059.313923809525,1.0228885119050029,0.02857142857142857,0,2.9714285714285715,3.149606299212598,12.82,1,0.30569642857142854
CUST0247,43,1516870,626677,22,7.06,4,104,0,7,-0.19,21.89,0.67,44,0,0,0,0,0,0,0,0,0,0,1,0.4131382386097688,32172.267865151513,0.25451568979663264,0.18181818181818182,0,4.7272727272727275,7.692307692307691,18.002000000000002,0,0.11200595238095236
CUST0248,51,454726,538906,48,14.04,2,68,1,9,0.89,54.73,0.39,32,0,0,1,0,0,0,0,0,0,1,0,1.185122469355172,17532.408533333335,0.46267181203625923,0.041666666666666664,1,1.4166666666666667,4.522613065326633,13.034,0,0.2443690476190476
CUST0249,50,478176,168581,37,10.07,0,14,1,7,-0.51,15.2,0.68,9,0,0,1,0,0,1,0,0,0,0,0,0.3525501070735461,5970.918801576577,0.14984237104940215,0.0,1,0.3783783783783784,11.864406779661016,4.008,0,0.017083333333333332
CUST0250,62,1775062,177927,47,10.72,4,174,0,8,0.61,39.41,0.9,8,0,0,1,0,1,0,0,0,0,0,1,0.10023706214205476,5375.1620510638295,0.036337854459599694,0.0851063829787234,0,3.702127659574468,4.678362573099415,3.74,0,0.14886309523809524
CUST0251,55,908754,84773,56,14.29,2,2,3,1,0.22,58.01,0.33,48,0,0,0,0,1,0,0,1,0,0,0,0.09328487137333095,2523.308713095238,0.0333200234135342,0.03571428571428571,1,0.03571428571428571,0.7575757575757576,19.398000000000003,0,0.11793452380952382
CUST0252,27,1137583,756528,19,13.1,1,155,0,2,-0.25,38.9,0.94,32,0,0,0,0,0,0,1,0,0,1,0,0.6650310350980984,48076.02715789474,0.5071386667124393,0.05263157894736842,0,8.157894736842104,2.352941176470588,13.364,0,0.49715476190476193
CUST0253,36,1415868,470963,15,7.61,1,2,2,0,-1.0,65.42,0.01,32,0,0,0,1,0,1,0,1,0,0,0,0.3326319967680603,34384.223691666666,0.2914188923684976,0.06666666666666667,1,0.13333333333333333,0.0,12.806000000000001,0,0.030214285714285714
CUST0254,46,344931,388540,52,11.31,2,101,1,3,-0.11,4.68,0.35,6,1,1,0,1,0,1,0,0,0,0,1,1.126428184187562,11133.912576923078,0.38734399321335844,0.038461538461538464,1,1.9423076923076923,3.03030303030303,2.6100000000000003,1,0.9402976190476191
CUST0255,22,1692252,551590,56,10.26,1,3,5,4,-0.45,42.56,0.13,3,0,0,0,0,1,0,0,1,0,0,0,0.32595027218168454,14565.915928571429,0.10328898482191609,0.017857142857142856,1,0.05357142857142857,6.153846153846152,1.2780000000000002,0,0.10439285714285713
CUST0256,21,362491,419836,41,13.28,2,87,1,0,-0.79,40.67,0.13,27,0,1,0,0,1,0,0,0,0,0,1,1.158197031098703,14886.087505691057,0.49279306263684525,0.04878048780487805,1,2.1219512195121952,0.0,10.878,0,0.8616309523809523
CUST0257,32,1629585,264764,39,12.66,2,158,1,7,-0.85,47.72,0.82,22,0,0,0,0,0,1,0,0,0,0,1,0.16247326773380952,9582.080712820512,0.07056089038242629,0.05128205128205128,1,4.051282051282051,27.99999999999999,9.292,0,0.10869047619047618
CUST0258,25,601921,631793,14,12.37,1,44,1,1,-0.3,60.09,0.92,31,0,1,0,0,0,0,0,1,0,0,0,1.049627775073473,51640.80427023809,1.0295199058395654,0.07142857142857142,1,3.142857142857143,1.25,12.952,0,0.9012261904761903
CUST0259,57,460910,922328,47,9.39,1,44,2,0,0.23,52.4,0.78,43,0,0,0,1,0,1,0,0,0,0,1,2.001102167451346,26841.2166,0.6988231958516847,0.02127659574468085,1,0.9361702127659575,0.0,17.668,0,0.15417857142857141
CUST0260,52,1271812,592423,33,13.34,5,74,1,1,0.68,57.01,0.98,15,0,0,0,0,0,1,0,0,0,0,0,0.4658101983626511,24537.981137878785,0.2315246071389053,0.15151515151515152,1,2.242424242424242,0.5617977528089887,6.588,0,0.3825
CUST0261,29,287955,665175,16,6.95,1,164,1,4,-0.63,21.15,0.22,45,1,1,0,1,1,0,0,0,0,0,1,2.309996353596916,45425.909375,1.8930420117726732,0.0625,1,10.25,8.510638297872338,18.132,1,0.9162738095238097
CUST0262,61,1989450,172118,19,7.86,6,8,1,8,-0.15,28.21,0.14,9,1,1,0,0,1,0,0,0,1,0,0,0.08651536856920254,10186.215005263159,0.06144139338166724,0.3157894736842105,1,0.42105263157894735,8.421052631578947,3.684,1,0.8579444444444445
CUST0263,55,827433,359521,44,9.35,4,144,0,8,-0.22,45.31,0.52,13,0,0,0,0,0,0,0,0,0,0,1,0.43450164545044734,10972.199609848485,0.15912635260882976,0.09090909090909091,0,3.272727272727273,9.09090909090909,5.5120000000000005,0,0.013500000000000002
CUST0264,39,1919294,204626,52,7.15,2,117,1,1,0.03,40.07,0.83,38,0,1,0,0,0,0,0,0,1,0,0,0.10661524498070644,5154.345301282052,0.03222650808859123,0.038461538461538464,1,2.25,0.8849557522123893,15.698,0,0.8005357142857144
CUST0265,36,1479361,898923,59,8.5,1,64,1,1,0.62,69.22,0.04,35,0,0,0,1,0,0,1,0,0,0,1,0.6076427592724156,21603.35430084746,0.17523799235627377,0.01694915254237288,1,1.0847457627118644,0.5813953488372092,14.024,0,0.12544047619047619
CUST0266,23,1343490,295739,24,13.56,1,130,1,2,0.11,13.86,1.0,33,0,1,0,1,0,1,0,0,0,0,1,0.22012742930725201,15664.309033333335,0.13991299406768937,0.041666666666666664,1,5.416666666666667,1.652892561983471,13.8,0,0.4131190476190476
CUST0267,40,407990,894715,59,14.56,3,25,0,6,0.69,25.62,0.6,23,0,0,1,0,1,0,0,1,0,0,0,2.1929826711439007,26020.536350282484,0.7653286507105316,0.05084745762711865,0,0.423728813559322,3.35195530726257,9.56,0,0.13492261904761904
CUST0268,44,578387,528356,20,9.09,2,158,0,2,0.04,41.45,0.98,17,1,1,0,0,0,0,0,0,0,0,0,0.9134990931677234,30420.0967,0.63113652346958,0.1,0,7.9,1.7543859649122806,7.388000000000001,1,0.87809126984127
CUST0269,53,738884,329067,33,8.75,1,25,1,0,0.21,62.56,0.37,15,0,0,1,0,0,0,1,0,0,0,0,0.4453567813080267,12371.174147727272,0.2009166388400984,0.030303030303030304,1,0.7575757575757576,0.0,6.222,0,0.035333333333333335
CUST0270,44,1196261,359735,29,8.88,4,22,2,5,-0.13,66.95,0.46,40,1,1,1,0,0,0,1,0,0,1,0,0.30071614806467817,15066.694172413794,0.15113786211283786,0.13793103448275862,1,0.7586206896551724,5.154639175257731,16.276,1,0.9484523809523808
CUST0271,31,1905215,636549,13,8.86,2,29,0,2,0.65,24.53,0.75,36,1,0,0,1,1,0,0,1,0,0,0,0.33410874888135983,53665.1611423077,0.3380101110413746,0.15384615384615385,0,2.230769230769231,1.1428571428571428,14.85,1,0.2543492063492064
CUST0272,28,1442845,366480,48,6.81,1,9,0,0,0.85,5.3,0.79,40,0,0,0,1,1,0,0,1,0,0,0,0.2539981772123825,9714.774,0.08079682017125887,0.020833333333333332,0,0.1875,0.0,16.474,0,0.11841666666666667
CUST0273,56,592417,386227,14,14.38,3,71,0,3,0.28,30.65,0.23,24,0,1,1,0,0,0,1,0,0,0,0,0.6519512438029293,32215.929740476193,0.6525659406899437,0.21428571428571427,0,5.071428571428571,2.1739130434782608,9.738000000000001,0,0.4528273809523809
CUST0274,58,1180020,635236,52,8.32,2,63,0,0,0.64,28.7,0.93,7,0,1,0,0,0,0,0,1,0,0,0,0.5383264690428976,16620.379856410258,0.16901794738811468,0.038461538461538464,0,1.2115384615384615,0.0,3.3580000000000005,0,0.2715416666666666
CUST0275,60,338155,290891,38,10.07,4,149,0,0,-0.88,71.03,0.87,23,0,1,0,1,0,0,1,0,0,0,0,0.8602297762860227,10096.086624122807,0.35827664677285176,0.10526315789473684,0,3.9210526315789473,0.0,9.722000000000001,0,0.43141666666666667
CUST0276,40,1369250,214074,38,6.58,4,142,1,1,0.81,31.32,0.02,19,0,1,0,0,0,1,0,1,0,0,0,0.15634398393280993,6807.365415789473,0.05965921854261361,0.10526315789473684,1,3.736842105263158,0.5235602094240838,7.612,0,0.7514781746031747
CUST0277,55,1106739,523314,24,13.79,1,122,1,9,-0.62,22.36,0.13,47,2,1,0,0,0,1,0,0,0,0,1,0.4728431906709712,27818.50005,0.3016266713290125,0.041666666666666664,1,5.083333333333333,18.749999999999996,18.878,1,0.9728333333333333
CUST0278,45,1505289,559452,8,12.71,4,104,2,7,-0.49,26.62,0.5,29,0,0,1,0,1,0,0,0,0,0,0,0.3716575355297222,75857.0291,0.6047239760604111,0.5,1,13.0,11.475409836065571,11.900000000000002,0,0.22877380952380946
CUST0279,55,1690077,338816,15,14.55,0,73,0,1,-0.89,28.88,0.46,19,0,0,1,0,0,0,0,0,0,0,0,0.2004737062275861,26695.877333333334,0.18954788923818264,0.0,0,4.866666666666666,4.76190476190476,7.876,0,0.19570833333333332
CUST0280,45,743351,840645,45,13.14,3,147,0,1,0.93,59.24,0.71,17,0,1,1,0,0,0,0,0,1,0,0,1.1308856785018113,27886.06275,0.4501678924222878,0.06666666666666667,0,3.2666666666666666,0.4926108374384236,7.226000000000001,0,0.8348373015873018
CUST0281,49,267642,191365,52,9.17,3,104,0,9,0.7,6.29,0.09,3,0,1,1,0,0,1,0,1,0,0,0,0.7150036242443264,5142.44369551282,0.23056666870728004,0.057692307692307696,0,2.0,5.0,1.2540000000000002,0,0.8025277777777776
CUST0282,38,290093,499076,47,8.61,2,46,0,9,0.83,23.13,0.64,47,1,1,0,1,0,0,1,1,0,0,0,1.720400009652077,14199.508597872338,0.5873775071251911,0.0425531914893617,0,0.9787234042553191,4.66321243523316,19.184,1,0.8414999999999998
CUST0283,38,1756182,112507,6,12.43,3,86,1,7,0.69,69.59,0.62,35,0,0,0,1,1,0,0,0,0,0,0,0.06406340572901897,19916.551675000002,0.13608989279015501,0.5,1,14.333333333333334,3.910614525139665,14.372,0,0.15482539682539684
CUST0284,22,417215,107134,34,9.59,1,52,0,5,-0.04,11.45,0.23,5,0,1,1,0,0,0,1,0,0,0,1,0.25678367268674424,4007.1792166666664,0.11525508574715673,0.029411764705882353,0,1.5294117647058822,4.716981132075471,2.138,0,0.6926388888888887
CUST0285,55,1955856,183172,55,11.31,4,128,2,3,0.85,53.6,0.54,2,3,1,0,1,0,0,1,0,0,0,1,0.09365311147650952,5056.7961,0.031025573048322572,0.07272727272727272,1,2.327272727272727,1.5384615384615383,1.124,1,0.9157142857142857
CUST0286,36,1932465,291225,39,6.55,3,1,1,2,0.94,25.98,0.22,17,0,1,1,0,0,0,1,0,0,0,1,0.15070130636259907,9056.910817307693,0.0562405682937038,0.07692307692307693,1,0.02564102564102564,0.9803921568627451,6.932,0,0.5318392857142858
CUST0287,61,235954,243069,56,7.03,0,57,0,0,0.01,42.1,0.15,46,0,0,0,0,0,0,0,1,0,0,0,1.0301541825949125,5764.497082142857,0.2931671638781893,0.0,0,1.0178571428571428,0.0,18.490000000000002,0,0.2600059523809524
CUST0288,56,1276432,864604,18,11.05,2,146,1,2,-0.65,7.62,0.57,39,0,0,0,0,0,1,0,0,1,0,0,0.6773600160447246,55995.11738888889,0.5264216258027584,0.1111111111111111,1,8.11111111111111,4.444444444444444,15.942000000000002,0,0.16010317460317455
CUST0289,53,726861,856564,59,11.31,1,71,1,8,0.32,22.41,0.98,17,1,0,0,0,0,0,0,0,0,0,0,1.1784426458428778,22591.149598305085,0.37296511324677073,0.01694915254237288,1,1.2033898305084745,5.633802816901408,7.388000000000001,1,0.1562142857142857
CUST0290,24,759655,823221,6,12.89,0,139,1,4,0.95,36.31,0.24,22,0,1,1,0,0,1,0,0,0,1,0,1.08367745884645,146046.265575,2.3070409421382077,0.0,1,23.166666666666668,1.9512195121951221,8.944,0,0.6596607142857144
CUST0291,53,695553,854631,39,7.62,3,153,1,5,0.74,17.07,0.36,34,0,0,0,0,1,0,0,0,1,0,0,1.2287072300744875,27340.522234615382,0.47169125403151824,0.07692307692307693,1,3.923076923076923,2.717391304347826,13.816,0,0.16853553391053389
CUST0292,34,962092,610897,34,10.86,1,26,0,4,0.72,39.24,0.26,5,0,0,0,1,1,0,0,0,0,1,0,0.6349673420005572,23496.17667352941,0.2930635740473395,0.029411764705882353,0,0.7647058823529411,2.1978021978021975,2.156,0,0.045541666666666675
CUST0293,41,1086040,224037,53,8.15,1,28,2,0,0.87,16.21,0.27,25,0,0,0,0,0,0,1,0,1,0,0,0.2062879820264447,5748.69783254717,0.0635191834468031,0.018867924528301886,1,0.5283018867924528,0.0,10.162,0,0.2295853174603174
CUST0294,40,522918,713376,52,7.29,1,14,0,9,0.79,46.98,0.4,20,0,0,0,0,0,1,0,0,0,0,1,1.3642215414271455,18052.52843076923,0.4142721060839955,0.019230769230769232,0,0.2692307692307692,4.761904761904762,8.24,0,0.07183333333333333
CUST0295,28,1272328,482995,18,9.99,4,173,0,0,0.55,65.16,0.7,23,0,0,0,0,0,1,0,1,0,0,0,0.3796151621280047,30853.988930555555,0.29100032944859083,0.2222222222222222,0,9.61111111111111,0.0,9.620000000000001,0,0.08299206349206348
CUST0296,27,1041461,546013,53,7.89,3,128,1,3,0.44,6.61,0.04,14,0,0,0,1,0,1,0,0,0,1,0,0.5242759930520682,13892.167550471697,0.16006937427869153,0.05660377358490566,1,2.4150943396226414,1.948051948051948,5.6240000000000006,0,0.09550631313131312
CUST0297,23,348757,344025,54,8.39,0,59,2,2,-0.47,15.99,0.96,26,1,1,1,0,0,0,1,0,1,0,0,0.9864318135549968,8776.141458333334,0.3019686988361524,0.0,1,1.0925925925925926,3.174603174603174,10.976,1,0.9251785714285714
CUST0298,37,1562413,787954,58,9.2,1,106,1,7,0.24,60.88,0.05,31,0,1,0,1,0,0,1,1,0,0,0,0.5043186404619009,19626.394459770112,0.15073910260426746,0.017241379310344827,1,1.8275862068965518,5.223880597014925,12.43,0,0.6949642857142857
CUST0299,53,316739,860904,34,8.7,4,2,1,6,0.04,45.66,0.88,11,0,0,1,0,1,0,0,0,0,1,0,2.718023356770085,31562.25988235294,1.1957703932519685,0.11764705882352941,1,0.058823529411764705,5.263157894736842,4.928000000000001,0,0.1405297619047619
CUST0300,32,1486585,550098,44,7.24,2,114,2,6,0.72,6.13,0.89,4,1,0,1,0,0,0,0,0,0,0,0,0.37004140361970556,15821.151872727272,0.12771138042744093,0.045454545454545456,1,2.590909090909091,3.2967032967032965,2.1340000000000003,1,0.16831547619047615
CUST0301,42,980316,757173,29,7.26,1,145,1,7,-0.02,35.27,0.52,6,0,1,0,0,0,1,0,0,1,0,0,0.7723764582032733,30690.310443103448,0.3756785825358776,0.034482758620689655,1,5.0,6.481481481481481,2.712,0,0.5887440476190475
CUST0302,42,1456556,805728,31,8.14,2,51,2,9,-0.74,15.5,0.14,21,0,1,1,0,0,1,0,0,0,0,0,0.5531733761008846,31456.747406451614,0.2591599422730189,0.06451612903225806,1,1.6451612903225807,24.999999999999993,8.484,0,0.6517797619047621
CUST0303,50,1505185,307803,22,6.93,1,59,0,6,-0.99,14.74,0.57,26,2,1,0,1,0,0,0,0,0,0,1,0.2044951285057983,15768.607779545455,0.1257143097722509,0.045454545454545456,0,2.6818181818181817,54.5454545454545,10.742,1,0.9329940476190477
CUST0304,58,1637398,741381,12,11.82,3,33,0,9,0.36,67.76,0.63,14,0,0,0,1,0,1,0,0,0,0,0,0.4527799594234267,69084.35285,0.5062985506272757,0.25,0,2.75,6.164383561643835,5.978000000000001,0,0.1221904761904762
CUST0305,58,536676,366275,18,8.94,3,95,1,1,0.1,54.95,0.86,38,0,0,1,0,0,0,1,0,0,0,0,0.6824881306412063,23077.35986111111,0.5160065259734613,0.16666666666666666,1,5.277777777777778,0.8333333333333333,15.716000000000001,0,0.12279761904761902
CUST0306,28,1592714,729447,10,8.88,6,88,1,3,-0.34,50.28,0.55,44,1,1,0,0,0,0,1,0,1,0,0,0.45798994671987564,78342.6078,0.5902574433325757,0.6,1,8.8,3.9473684210526314,17.93,1,0.9323809523809523
CUST0307,47,1566853,62828,31,9.32,1,59,1,5,-0.66,17.58,0.41,34,0,0,0,0,0,1,0,0,0,0,1,0.04009820959592253,2514.673810752688,0.019259040719858376,0.03225806451612903,1,1.903225806451613,11.363636363636362,13.846000000000002,0,0.13200396825396823
CUST0308,47,1214929,933096,54,12.13,3,153,0,2,-0.07,8.98,0.84,25,0,1,0,1,0,0,1,0,0,0,0,0.7680251273942758,26711.600955555557,0.2638336984849869,0.05555555555555555,0,2.8333333333333335,1.941747572815534,10.504,0,0.3808852813852815
CUST0309,54,1766847,566835,8,13.9,1,18,1,2,-0.8,62.76,0.98,22,0,0,0,0,0,0,1,1,0,0,0,0.32081725242762954,77420.21375,0.5258194767288848,0.125,1,2.25,6.666666666666666,9.388,0,0.11471428571428571
CUST0310,41,523412,706761,12,12.95,4,110,0,5,-0.33,0.92,0.65,12,2,1,1,0,0,1,0,0,0,1,0,1.3502957517213974,66523.879125,1.5251590515693183,0.3333333333333333,0,9.166666666666666,6.4935064935064934,5.19,1,0.8013333333333335
CUST0311,50,685417,851625,54,12.68,2,21,0,0,-0.24,28.25,0.87,25,1,0,1,0,1,0,0,0,0,0,0,1.2424917969644755,24769.670833333334,0.4336572480694234,0.037037037037037035,0,0.3888888888888889,0.0,10.522,1,0.34892857142857137
CUST0312,53,1680035,273461,44,10.62,3,160,0,0,-0.07,20.35,0.6,2,4,1,0,1,0,0,0,0,0,0,1,0.16277101369911937,8635.152577272727,0.06167837630006085,0.06818181818181818,0,3.6363636363636362,0.0,1.1600000000000001,1,0.937095238095238
CUST0313,48,388456,488080,58,12.4,1,165,2,4,-0.07,41.28,0.69,28,1,1,1,0,0,0,1,0,0,0,0,1.2564614782626604,13458.665747126437,0.41575877053132726,0.017241379310344827,1,2.8448275862068964,3.883495145631068,11.614,1,0.9354166666666669
CUST0314,53,755941,463523,6,11.2,2,127,2,0,-0.49,18.41,0.69,1,0,0,0,1,1,0,0,0,0,1,0,0.6131735148642553,81580.048,1.295022463393307,0.3333333333333333,1,21.166666666666668,0.0,0.8140000000000001,0,0.23240476190476186
CUST0315,25,1406305,414662,54,8.34,2,34,2,9,0.7,22.75,0.7,27,0,0,1,0,0,0,1,0,0,0,1,0.29485922328371156,10560.826825925926,0.09011553106268633,0.037037037037037035,1,0.6296296296296297,5.0,11.22,0,0.16469444444444445
CUST0316,39,428504,331755,22,8.27,2,106,0,7,-0.29,61.28,0.32,22,0,1,0,1,0,0,1,0,1,0,0,0.7742168101114575,17366.117602272727,0.48632780843883067,0.09090909090909091,0,4.818181818181818,8.641975308641975,8.992,0,0.8913809523809523
CUST0317,24,1894693,749151,48,9.02,1,127,0,1,-0.54,43.63,0.58,35,1,1,0,0,0,0,0,0,0,0,1,0.39539439898706547,21238.43085,0.13451317453539965,0.020833333333333332,0,2.6458333333333335,1.7857142857142856,14.348,1,0.6962083333333332
CUST0318,55,852665,979454,30,14.24,4,82,0,5,-0.65,10.92,0.59,48,1,1,1,0,0,0,1,0,1,0,0,1.1486973195803745,44271.3208,0.6230534261403952,0.13333333333333333,0,2.7333333333333334,11.111111111111109,19.554000000000002,1,0.9780952380952381
CUST0319,37,1774486,388384,8,11.15,1,137,1,9,-0.35,52.44,0.32,5,1,1,1,0,0,0,0,0,0,0,1,0.21887126751070451,52156.73466666667,0.35271104759350036,0.125,1,17.125,11.999999999999998,2.192,1,0.8564880952380952
CUST0320,64,773044,289719,20,12.74,1,142,2,9,-0.86,15.33,0.35,10,0,0,0,1,0,0,0,0,0,1,0,0.374776856168601,17561.80005,0.2726126851770404,0.05,1,7.1,37.499999999999986,4.21,0,0.13626785714285716
CUST0321,48,1289385,782763,34,9.45,2,138,1,4,-0.93,31.46,0.76,37,0,0,0,1,0,0,0,0,0,1,0,0.60708244628253,29186.699801470586,0.2716336839792979,0.058823529411764705,1,4.0588235294117645,23.529411764705877,15.256,0,0.12357142857142855
CUST0322,50,1789589,839177,58,9.97,2,110,0,9,0.21,46.73,0.58,33,0,0,1,0,1,0,0,0,0,0,1,0.4689216350793394,21440.731207183908,0.14376975634417002,0.034482758620689655,0,1.896551724137931,6.870229007633587,13.548000000000002,0,0.09838095238095239
CUST0323,49,916756,891675,48,7.57,5,89,1,3,0.24,19.94,0.15,16,1,1,0,1,0,1,0,0,0,0,0,0.9726415752937532,24201.545625,0.3167893610731754,0.10416666666666667,1,1.8541666666666667,2.2388059701492535,6.49,1,0.6452976190476192
CUST0324,26,251226,316010,37,7.96,0,23,0,0,0.06,27.96,0.84,2,0,0,1,0,1,0,0,0,0,1,0,1.2578713986609666,10637.010477477477,0.5080848547910237,0.0,0,0.6216216216216216,0.0,1.304,0,0.10145238095238096
CUST0325,55,699512,737605,31,13.53,0,76,2,2,0.52,52.99,0.88,43,1,0,0,0,0,1,0,0,1,0,0,1.0544565354132596,32110.20605241936,0.550844692627192,0.0,1,2.4516129032258065,1.2345679012345678,17.727999999999998,1,0.6110297619047619
CUST0326,61,1854046,487940,21,11.47,2,100,2,3,-0.92,67.56,0.47,45,0,0,0,1,0,1,0,0,1,0,0,0.26317577881023446,27899.131261904764,0.1805724211496679,0.09523809523809523,1,4.761904761904762,16.66666666666666,18.282,0,0.08082539682539683
CUST0327,57,1724357,965113,30,9.37,1,131,0,1,0.87,38.34,0.21,33,0,0,1,0,0,0,0,1,0,0,0,0.5596944252263307,39706.35734166667,0.2763211377342395,0.03333333333333333,0,4.366666666666666,0.5076142131979695,13.326,0,0.35638293650793657
